2021 ,HSISSOU ,Zineb ,F135281887 ,12/05/2000 ,15 ,14.3 ,11 ,14 ,19 ,14.5 ,12 ,16.3 ,12 ,12 ,12.5 ,13 ,15 ,10 ,14 ,10 ,0
2021 ,EL FRAIDI ,Fatima Ezzahraa ,F154789632 ,02/07/2001 ,10 ,12 ,18 ,15 ,12 ,13 ,10 ,15 ,11.75 ,16 ,15 ,12 ,15 ,12 ,10 ,13 ,0 
2021 ,LEANDA ,StJohn ,F137855927 ,12/05/2000 ,15 ,14.3 ,11 ,14 ,19 ,10.5 ,15 ,16.3 ,12 ,12 ,12 ,13 ,15 ,10 ,14 ,12 ,0 
2021 ,MILOGOST ,hiba ,R135369857 ,12/05/2000 ,20 ,14.3 ,20 ,14 ,19 ,10 ,15 ,16.3 ,12 ,12 ,10 ,13 ,15 ,20 ,14 ,10 ,0 
2021 ,EDDARIF ,Ali ,G135282357 ,12/05/2000 ,20 ,14.3 ,20 ,14 ,19 ,10 ,15 ,16.3 ,12 ,12 ,10 ,13 ,15 ,20 ,14 ,10 ,1
2021 ,AKBAR ,Hanae ,F131461887 ,12/05/2000 ,20 ,14 ,20 ,14 ,15 ,10 ,15 ,16.3 ,13 ,12 ,10 ,13 ,15 ,20 ,15 ,10 ,0
2021 ,NECHADI ,Meriem ,E135281887 ,12/05/2000 ,10 ,18 ,20 ,14 ,19 ,10 ,15 ,16.3 ,12 ,12 ,10 ,13 ,15 ,20 ,14 ,10 ,0
2020 ,HACHMI ,Asmae ,R189241887 ,02/07/2001 ,12.3 ,12 ,14 ,19 ,17.5 ,12 ,16.3 ,13 ,12 ,12 ,13 ,15 ,16 ,14 ,12 ,15 ,12.3 ,11 ,16 ,19 ,10.5 ,15 ,16.3 ,13 ,12 ,12 ,13 ,15 ,16 ,14 ,12 ,15 ,0 
2020 ,HAIKOUN ,Majid ,H135281887 ,02/07/2001 ,15 ,12.3 ,13 ,16 ,19 ,10.5 ,15 ,16.3 ,13 ,12 ,12 ,13 ,15 ,16 ,14 ,12 ,14 ,12 ,15 ,12.3 ,12 ,16 ,19 ,10.5 ,15 ,16.3 ,13 ,12 ,12 ,13 ,15 ,16 ,0 
2019 ,AITALI ,Ahmed ,F135281875 ,12/05/2000 ,15 ,14.3 ,12 ,14 ,19 ,10.5 ,12 ,16.3 ,12 ,12 ,12 ,13 ,15 ,16 ,14 ,12 ,14 ,12 ,15 ,12.3 ,11 ,16 ,19 ,10.5 ,15 ,16.3 ,13 ,12 ,12 ,13 ,15 ,16 ,14 ,12 ,15 ,14.3 ,11 ,14 ,19 ,10.5 ,14 ,16.3 ,12 ,12 ,12 ,13 ,15 ,6 ,0 
2019 ,AALAOUI ,Aymen ,H135459487 ,02/07/2001 ,12 ,12 ,13.75 ,12 ,13.5 ,14 ,14 ,13 ,12.15 ,14.3 ,12.36 ,14.75 ,12 ,11 ,16 ,14 ,12 ,14 ,15 ,11 ,14 ,13.25 ,13.5 ,12 ,14 ,13 ,18 ,12 ,12.4 ,17 ,12.5 ,12 ,12 ,17 ,13.5 ,10 ,13 ,14 ,13 ,12 ,13 ,11 ,15 ,13 ,13 ,10 ,12 ,14 ,0 
2019 ,ALI ,fatima ,F112589635 ,12/05/2000 ,15 ,14.3 ,11 ,14 ,19 ,10.5 ,13 ,16.3 ,12 ,12 ,12 ,13 ,15 ,16 ,14 ,2 ,14 ,12 ,15 ,12.3 ,12.25 ,16 ,19 ,10.5 ,15 ,16.3 ,13 ,12 ,12 ,13 ,15 ,16 ,14 ,12 ,15 ,14.3 ,11 ,14 ,19 ,10.5 ,1 ,16.3 ,12 ,12 ,2 ,13 ,15 ,6 ,0 
2019 ,MEDLI ,Manar ,J156915477 ,12/05/2000 ,15 ,14.3 ,11 ,14 ,19 ,10.5 ,11 ,16.3 ,12 ,12 ,20 ,13 ,15 ,6 ,14 ,12 ,14 ,12 ,15 ,12.3 ,11 ,19 ,19 ,10.5 ,15 ,16.3 ,13 ,15 ,12.25 ,13 ,15 ,16 ,14 ,12 ,15 ,14.3 ,11 ,14 ,19 ,10.5 ,1 ,16.3 ,12 ,12 ,2 ,13 ,15 ,6 ,0 
2019 ,MEHDI ,Imane ,F112345498 ,12/05/2000 ,15 ,14.3 ,11 ,14 ,19 ,10.5 ,19 ,16.3 ,12 ,12 ,12 ,13 ,15 ,6 ,14 ,12 ,14 ,12 ,15 ,12.3 ,11 ,19 ,19 ,10.5 ,15 ,16.3 ,13 ,15 ,12.75 ,13 ,15 ,16 ,14 ,12 ,15 ,14.3 ,11 ,14 ,19 ,10.5 ,1 ,16.3 ,12 ,12 ,2 ,13 ,15 ,6 ,0 
2019 ,BADR ,Ahmed ,G137365478 ,12/05/2000 ,15 ,14.3 ,11 ,14 ,19 ,10.5 ,1 ,16.3 ,12 ,12 ,2 ,13 ,15 ,16 ,14 ,12 ,14 ,12 ,15 ,12.3 ,11 ,19 ,19 ,10.5 ,15 ,16.3 ,13 ,15 ,13.6 ,13 ,15 ,16 ,14 ,12 ,15 ,14.3 ,11 ,14 ,19 ,10.5 ,1 ,16.3 ,12 ,12 ,2 ,13 ,15 ,6 ,0 
2019 ,RAMI ,Ali ,H145915478 ,12/05/2000 ,15 ,14.3 ,11 ,14 ,19 ,10.5 ,10 ,16.3 ,12 ,12 ,2 ,13 ,15 ,16 ,14 ,12 ,14 ,12 ,15 ,12.3 ,11 ,19 ,19 ,10.5 ,15 ,16.3 ,13 ,15 ,20 ,13 ,15 ,16 ,14 ,12 ,15 ,14.3 ,11 ,14 ,19 ,10.5 ,20 ,16.3 ,12 ,12 ,20 ,13 ,15 ,16 ,0 
2019 ,ZIAD ,Mohammed ,R135785478 ,12/05/2000 ,15 ,14.3 ,14 ,14 ,19 ,14.5 ,15 ,16.3 ,12 ,12 ,12 ,13 ,15 ,16 ,14 ,12 ,14 ,12 ,15 ,12.3 ,11 ,19 ,19 ,10.5 ,15 ,16.3 ,13 ,15 ,12 ,13 ,15 ,16 ,14 ,12 ,15 ,14.3 ,11 ,14 ,19 ,10.5 ,1 ,16.3 ,12 ,12 ,2 ,13 ,15 ,16 ,0
2019 ,ZIAD2 ,Mohammed2 ,R135785078 ,16/05/2000 ,15 ,14.3 ,14 ,14 ,19 ,14.5 ,15 ,16.3 ,12 ,12 ,12 ,13 ,15 ,16 ,14 ,12 ,14 ,12 ,15 ,12.3 ,11 ,19 ,19 ,10.5 ,15 ,16.3 ,13 ,15 ,12 ,13 ,15 ,16 ,14 ,12 ,15 ,14.3 ,11 ,14 ,19 ,10.5 ,1 ,16.3 ,12 ,12 ,2 ,13 ,15 ,16 ,0 

